order_id,order_date,customer_id,zip,order_status,payment_method,device_type,order_source
40178,2013-01-01,44750,21773,delivered,bank_transfer,desktop,direct
40199,2013-01-01,66771,23030,delivered,credit_card,desktop,organic_search
40211,2013-01-01,67420,23418,delivered,credit_card,mobile,organic_search
40235,2013-01-01,68656,24550,delivered,cod,mobile,social_media
40276,2013-01-01,60195,28043,returned,bank_transfer,desktop,email_campaign
40281,2013-01-01,60195,28043,shipped,cod,desktop,email_campaign
40289,2013-01-01,60512,28164,delivered,credit_card,tablet,organic_search
40290,2013-01-01,60524,28168,delivered,credit_card,mobile,organic_search
40296,2013-01-01,61243,28216,delivered,credit_card,tablet,email_campaign
40298,2013-01-01,51382,28311,delivered,credit_card,mobile,referral
40312,2013-01-01,52083,28540,returned,cod,mobile,organic_search
40319,2013-01-01,60644,28612,delivered,credit_card,desktop,organic_search
40320,2013-01-01,72526,28740,cancelled,paypal,mobile,organic_search
40323,2013-01-01,62194,29072,delivered,credit_card,desktop,direct
40335,2013-01-01,63597,29681,delivered,credit_card,desktop,direct
40347,2013-01-01,53792,30005,delivered,credit_card,desktop,referral
40355,2013-01-01,54041,30076,delivered,credit_card,mobile,social_media
40358,2013-01-01,54236,30122,delivered,credit_card,desktop,social_media
40360,2013-01-01,54287,30135,created,paypal,mobile,paid_search
40365,2013-01-01,54516,30218,delivered,credit_card,desktop,direct
40366,2013-01-01,54515,30218,delivered,credit_card,mobile,social_media
40371,2013-01-01,54629,30263,delivered,credit_card,mobile,social_media
40376,2013-01-01,54813,30512,delivered,credit_card,desktop,paid_search
40380,2013-01-01,54923,30542,returned,credit_card,tablet,paid_search
40385,2013-01-01,55220,30680,delivered,credit_card,desktop,social_media
40386,2013-01-01,72580,30736,delivered,credit_card,desktop,referral
40389,2013-01-01,55539,31064,delivered,credit_card,desktop,email_campaign
40394,2013-01-01,61816,31328,delivered,credit_card,mobile,social_media
40402,2013-01-01,61939,31523,delivered,credit_card,mobile,organic_search
40415,2013-01-01,21178,32128,delivered,credit_card,tablet,organic_search
40417,2013-01-01,21295,32164,delivered,credit_card,mobile,social_media
40418,2013-01-01,21321,32174,delivered,cod,desktop,organic_search
40423,2013-01-01,21585,32250,returned,credit_card,tablet,organic_search
40430,2013-01-01,23441,32505,cancelled,credit_card,mobile,referral
40431,2013-01-01,23441,32505,delivered,credit_card,desktop,social_media
40435,2013-01-01,23530,32539,delivered,cod,desktop,referral
40437,2013-01-01,23530,32539,delivered,credit_card,mobile,social_media
40444,2013-01-01,22024,32653,cancelled,apple_pay,desktop,organic_search
40465,2013-01-01,17752,33063,delivered,paypal,tablet,referral
40473,2013-01-01,20745,33183,delivered,credit_card,mobile,social_media
40485,2013-01-01,18219,33431,delivered,credit_card,mobile,social_media
40493,2013-01-01,18649,33584,delivered,credit_card,desktop,paid_search
40512,2013-01-01,20077,34242,cancelled,credit_card,desktop,social_media
40515,2013-01-01,20159,34286,delivered,credit_card,mobile,organic_search
40520,2013-01-01,22954,34609,delivered,cod,mobile,social_media
40523,2013-01-01,22960,34613,delivered,credit_card,desktop,social_media
40527,2013-01-01,20294,34681,delivered,credit_card,mobile,organic_search
40528,2013-01-01,20313,34685,delivered,credit_card,tablet,paid_search
40536,2013-01-01,70770,35079,delivered,credit_card,mobile,email_campaign
40551,2013-01-01,98258,36695,delivered,paypal,desktop,social_media
40560,2013-01-01,72939,37067,delivered,credit_card,mobile,organic_search
40562,2013-01-01,73110,37128,delivered,credit_card,mobile,organic_search
40565,2013-01-01,73219,37167,delivered,credit_card,tablet,referral
40571,2013-01-01,73473,37312,delivered,credit_card,mobile,paid_search
40573,2013-01-01,73679,37360,delivered,credit_card,mobile,social_media
40577,2013-01-01,73922,37604,delivered,paypal,tablet,social_media
40580,2013-01-01,73943,37620,paid,credit_card,desktop,social_media
40582,2013-01-01,74031,37664,delivered,credit_card,desktop,social_media
40594,2013-01-01,77469,38650,delivered,credit_card,mobile,organic_search
40598,2013-01-01,98742,39170,cancelled,paypal,desktop,paid_search
40603,2013-01-01,98901,39272,delivered,paypal,mobile,paid_search
40605,2013-01-01,99020,39339,delivered,cod,mobile,organic_search
40611,2013-01-01,45587,40056,delivered,credit_card,mobile,email_campaign
40621,2013-01-01,68833,40734,delivered,bank_transfer,mobile,organic_search
40629,2013-01-01,69271,41268,delivered,credit_card,desktop,email_campaign
40636,2013-01-01,77727,42031,delivered,paypal,desktop,email_campaign
40644,2013-01-01,70567,42765,delivered,credit_card,desktop,direct
40645,2013-01-01,25573,43061,delivered,paypal,mobile,email_campaign
40656,2013-01-01,25987,43231,delivered,credit_card,mobile,email_campaign
40661,2013-01-01,27372,43537,delivered,apple_pay,mobile,email_campaign
40668,2013-01-01,28022,44125,cancelled,cod,desktop,referral
40678,2013-01-01,28490,44405,delivered,cod,mobile,email_campaign
40697,2013-01-01,24706,45414,delivered,credit_card,tablet,referral
40698,2013-01-01,24704,45414,delivered,credit_card,mobile,paid_search
40703,2013-01-01,24753,45429,delivered,credit_card,mobile,paid_search
40705,2013-01-01,24783,45439,delivered,paypal,mobile,paid_search
40710,2013-01-01,26544,45629,delivered,apple_pay,desktop,organic_search
40741,2013-01-01,30062,48174,delivered,paypal,mobile,paid_search
40746,2013-01-01,30537,48359,delivered,apple_pay,mobile,referral
40751,2013-01-01,30790,48446,returned,cod,desktop,social_media
40763,2013-01-01,32592,49341,delivered,credit_card,desktop,email_campaign
40774,2013-01-01,111587,50703,cancelled,credit_card,tablet,social_media
40783,2013-01-01,105976,51346,delivered,apple_pay,mobile,social_media
40789,2013-01-01,115340,53029,delivered,bank_transfer,mobile,paid_search
40793,2013-01-01,114102,53105,delivered,paypal,desktop,referral
40796,2013-01-01,114207,53177,delivered,credit_card,mobile,social_media
40798,2013-01-01,115697,53186,delivered,credit_card,mobile,email_campaign
40807,2013-01-01,116079,54130,delivered,credit_card,mobile,paid_search
40810,2013-01-01,115067,54622,delivered,cod,desktop,organic_search
40812,2013-01-01,117225,54913,delivered,paypal,mobile,social_media
40814,2013-01-01,117256,54923,delivered,credit_card,desktop,referral
40825,2013-01-01,102873,55056,delivered,credit_card,mobile,organic_search
40831,2013-01-01,103218,55313,delivered,paypal,desktop,direct
40840,2013-01-01,105193,55405,cancelled,credit_card,desktop,organic_search
40849,2013-01-01,90824,57785,delivered,bank_transfer,desktop,direct
40870,2013-01-01,118201,60402,delivered,credit_card,mobile,organic_search
40876,2013-01-01,119490,61032,delivered,apple_pay,mobile,organic_search
40877,2013-01-01,119717,61107,delivered,paypal,mobile,email_campaign
40878,2013-01-01,119743,61114,delivered,credit_card,mobile,organic_search
40894,2013-01-01,46965,62477,delivered,apple_pay,mobile,social_media
40900,2013-01-01,76589,62966,delivered,credit_card,mobile,organic_search
40901,2013-01-01,109594,63016,returned,credit_card,desktop,paid_search
40905,2013-01-01,109650,63033,delivered,bank_transfer,desktop,organic_search
40910,2013-01-01,109913,63348,shipped,paypal,desktop,email_campaign
40912,2013-01-01,110010,63379,delivered,bank_transfer,mobile,paid_search
40921,2013-01-01,110625,65202,delivered,paypal,mobile,referral
40923,2013-01-01,96704,65619,cancelled,credit_card,mobile,paid_search
40924,2013-01-01,85997,66218,delivered,credit_card,mobile,referral
40931,2013-01-01,96000,67851,delivered,bank_transfer,mobile,social_media
40942,2013-01-01,100383,70381,cancelled,cod,desktop,direct
40943,2013-01-01,100383,70381,delivered,credit_card,mobile,email_campaign
40946,2013-01-01,100691,70518,shipped,credit_card,desktop,social_media
40965,2013-01-01,102127,71270,created,credit_card,desktop,direct
40973,2013-01-01,80481,72501,delivered,credit_card,mobile,organic_search
40975,2013-01-01,97503,72712,cancelled,credit_card,desktop,organic_search
40987,2013-01-01,112910,73529,delivered,credit_card,desktop,direct
40989,2013-01-01,92734,73703,delivered,cod,desktop,email_campaign
40994,2013-01-01,93753,74403,delivered,credit_card,desktop,email_campaign
40995,2013-01-01,93840,74454,delivered,credit_card,desktop,email_campaign
40998,2013-01-01,78660,74743,delivered,bank_transfer,mobile,organic_search
40999,2013-01-01,124451,75052,cancelled,cod,mobile,referral
41019,2013-01-01,122906,75752,created,bank_transfer,tablet,social_media
41028,2013-01-01,125225,76065,delivered,apple_pay,desktop,organic_search
41032,2013-01-01,125291,76087,delivered,apple_pay,desktop,paid_search
41035,2013-01-01,125542,76180,delivered,credit_card,mobile,organic_search
41046,2013-01-01,128240,77333,delivered,credit_card,desktop,social_media
41047,2013-01-01,128339,77360,delivered,cod,desktop,direct
41056,2013-01-01,128552,77429,delivered,credit_card,desktop,paid_search
41059,2013-01-01,128843,77511,delivered,cod,desktop,paid_search
41062,2013-01-01,129047,77581,cancelled,cod,desktop,paid_search
41066,2013-01-01,123405,77630,delivered,credit_card,desktop,email_campaign
41069,2013-01-01,123407,77630,paid,credit_card,desktop,email_campaign
41070,2013-01-01,123544,77713,delivered,paypal,desktop,social_media
41081,2013-01-01,130500,78595,delivered,credit_card,tablet,paid_search
41083,2013-01-01,130634,78628,delivered,credit_card,tablet,organic_search
41097,2013-01-01,107081,80019,delivered,paypal,desktop,social_media
41116,2013-01-01,107802,80537,delivered,credit_card,desktop,organic_search
41122,2013-01-01,106755,82009,delivered,credit_card,mobile,email_campaign
41126,2013-01-01,106956,82941,delivered,paypal,tablet,organic_search
41130,2013-01-01,155146,83286,cancelled,apple_pay,mobile,email_campaign
41148,2013-01-01,153860,84010,delivered,credit_card,mobile,social_media
41151,2013-01-01,154056,84074,delivered,paypal,desktop,social_media
41163,2013-01-01,142681,85017,returned,credit_card,tablet,organic_search
41181,2013-01-01,143248,85249,delivered,credit_card,desktop,email_campaign
41187,2013-01-01,143445,85297,delivered,credit_card,mobile,paid_search
41189,2013-01-01,143649,85349,paid,credit_card,tablet,referral
41195,2013-01-01,143859,85541,returned,credit_card,desktop,organic_search
41199,2013-01-01,144145,85704,delivered,cod,mobile,referral
41229,2013-01-01,151987,89101,delivered,credit_card,mobile,referral
41230,2013-01-01,152030,89109,returned,cod,mobile,organic_search
41235,2013-01-01,151329,89436,delivered,credit_card,mobile,referral
41236,2013-01-01,151414,89503,delivered,apple_pay,tablet,organic_search
41256,2013-01-01,139969,90403,delivered,credit_card,desktop,social_media
41257,2013-01-01,139994,90503,returned,cod,desktop,paid_search
41280,2013-01-01,140638,91350,delivered,cod,mobile,paid_search
41291,2013-01-01,140941,91711,delivered,credit_card,mobile,paid_search
41306,2013-01-01,137934,91935,delivered,credit_card,desktop,social_media
41309,2013-01-01,138019,92008,delivered,bank_transfer,desktop,organic_search
41310,2013-01-01,138027,92009,delivered,credit_card,tablet,direct
41312,2013-01-01,138061,92020,paid,credit_card,desktop,organic_search
41316,2013-01-01,138063,92021,delivered,paypal,tablet,organic_search
41331,2013-01-01,138129,92040,paid,credit_card,tablet,paid_search
41332,2013-01-01,138182,92059,delivered,credit_card,desktop,organic_search
41336,2013-01-01,138263,92082,delivered,credit_card,mobile,paid_search
41345,2013-01-01,138362,92234,delivered,cod,mobile,direct
41346,2013-01-01,139651,92243,delivered,credit_card,mobile,organic_search
41351,2013-01-01,138438,92260,delivered,credit_card,tablet,paid_search
41355,2013-01-01,138532,92308,delivered,credit_card,mobile,organic_search
41362,2013-01-01,138743,92374,delivered,credit_card,desktop,email_campaign
41367,2013-01-01,138818,92399,delivered,credit_card,desktop,direct
41381,2013-01-01,139140,92592,delivered,cod,tablet,social_media
41385,2013-01-01,141330,92651,delivered,cod,mobile,paid_search
41401,2013-01-01,141663,92845,cancelled,cod,desktop,social_media
41402,2013-01-01,141669,92859,delivered,bank_transfer,mobile,organic_search
41412,2013-01-01,139180,92880,delivered,paypal,mobile,organic_search
41413,2013-01-01,139184,92881,delivered,credit_card,tablet,paid_search
41414,2013-01-01,139191,92882,delivered,credit_card,mobile,organic_search
41419,2013-01-01,139189,92882,delivered,credit_card,desktop,social_media
41425,2013-01-01,141744,93003,delivered,apple_pay,desktop,organic_search
41432,2013-01-01,141900,93065,delivered,cod,mobile,email_campaign
41441,2013-01-01,139298,93280,cancelled,credit_card,desktop,organic_search
41448,2013-01-01,142236,93460,delivered,bank_transfer,desktop,paid_search
41462,2013-01-01,132864,93720,returned,cod,desktop,social_media
41464,2013-01-01,133010,93927,delivered,credit_card,mobile,organic_search
41470,2013-01-01,133692,94551,delivered,credit_card,desktop,organic_search
41473,2013-01-01,133694,94552,delivered,credit_card,desktop,social_media
41479,2013-01-01,134116,94925,delivered,credit_card,desktop,paid_search
41480,2013-01-01,134192,94947,delivered,paypal,desktop,organic_search
41490,2013-01-01,134414,95030,delivered,paypal,tablet,direct
41498,2013-01-01,134798,95207,returned,credit_card,mobile,social_media
41500,2013-01-01,135068,95329,delivered,credit_card,tablet,organic_search
41505,2013-01-01,135329,95404,delivered,cod,desktop,organic_search
41514,2013-01-01,136219,95661,delivered,credit_card,tablet,paid_search
41534,2013-01-01,136993,96049,delivered,credit_card,desktop,organic_search
41541,2013-01-01,146790,97030,cancelled,credit_card,mobile,social_media
41565,2013-01-01,151073,97701,delivered,apple_pay,mobile,email_campaign
41567,2013-01-01,148455,98006,delivered,cod,mobile,social_media
41581,2013-01-01,149214,98272,delivered,paypal,desktop,email_campaign
41583,2013-01-01,149790,98445,returned,credit_card,desktop,paid_search
41603,2013-01-01,153646,99223,delivered,credit_card,desktop,organic_search
41607,2013-01-01,147935,99615,delivered,paypal,mobile,organic_search
41629,2013-01-01,10933,10607,delivered,apple_pay,desktop,direct
41631,2013-01-01,12094,11743,returned,credit_card,mobile,email_campaign
41633,2013-01-01,14743,12835,created,apple_pay,mobile,direct
41638,2013-01-01,5412,17701,cancelled,credit_card,mobile,direct
41667,2013-01-01,19434,33881,returned,bank_transfer,mobile,social_media
41672,2013-01-01,70699,35057,delivered,apple_pay,tablet,organic_search
41687,2013-01-01,27129,43420,delivered,credit_card,mobile,paid_search
41690,2013-01-01,25058,45875,shipped,credit_card,tablet,organic_search
41692,2013-01-01,30116,48188,cancelled,cod,desktop,paid_search
41695,2013-01-01,116402,54313,delivered,credit_card,desktop,organic_search
41704,2013-01-01,76362,62906,cancelled,cod,mobile,organic_search
41715,2013-01-01,125675,76248,delivered,credit_card,desktop,paid_search
41717,2013-01-01,129062,77584,delivered,credit_card,mobile,email_campaign
41723,2013-01-01,153984,84054,delivered,credit_card,mobile,direct
41729,2013-01-01,154382,84318,paid,credit_card,mobile,social_media
41735,2013-01-01,145204,87111,delivered,credit_card,mobile,direct
41744,2013-01-01,140033,90604,delivered,credit_card,desktop,organic_search
41749,2013-01-01,141106,91773,delivered,cod,desktop,referral
41756,2013-01-01,138833,92404,delivered,paypal,mobile,organic_search
41758,2013-01-01,141902,93066,delivered,credit_card,mobile,email_campaign
41764,2013-01-01,132625,93619,delivered,credit_card,desktop,paid_search
41766,2013-01-01,132874,93722,delivered,credit_card,desktop,direct
41768,2013-01-01,133172,94043,returned,credit_card,desktop,referral
41770,2013-01-01,134961,95301,delivered,credit_card,mobile,direct
41775,2013-01-01,135733,95482,cancelled,cod,desktop,social_media
41784,2013-01-01,153590,99208,delivered,credit_card,mobile,social_media
41785,2013-01-01,59813,2673,delivered,cod,mobile,organic_search
41793,2013-01-01,65660,22193,delivered,bank_transfer,desktop,social_media
41795,2013-01-01,67213,23231,delivered,credit_card,desktop,paid_search
41811,2013-01-01,17966,33315,delivered,credit_card,desktop,organic_search
41820,2013-01-01,23146,34786,delivered,credit_card,desktop,organic_search
41824,2013-01-01,75523,38139,delivered,credit_card,mobile,social_media
41830,2013-01-01,29314,44857,delivered,paypal,tablet,social_media
41831,2013-01-01,35524,46530,delivered,credit_card,mobile,paid_search
41832,2013-01-01,33893,46733,delivered,credit_card,desktop,social_media
41839,2013-01-01,96645,65604,returned,credit_card,desktop,email_campaign
41840,2013-01-01,85889,66109,delivered,credit_card,tablet,social_media
41844,2013-01-01,79927,72209,delivered,credit_card,desktop,referral
41845,2013-01-01,79927,72209,delivered,credit_card,desktop,organic_search
41846,2013-01-01,80922,72903,shipped,apple_pay,desktop,organic_search
41847,2013-01-01,94305,73120,delivered,credit_card,desktop,email_campaign
41857,2013-01-01,123440,77651,delivered,credit_card,mobile,organic_search
41867,2013-01-01,108270,80905,delivered,bank_transfer,desktop,social_media
41879,2013-01-01,140752,91390,delivered,apple_pay,mobile,organic_search
41882,2013-01-01,138175,92058,delivered,credit_card,desktop,paid_search
41883,2013-01-01,138740,92374,delivered,apple_pay,desktop,organic_search
41886,2013-01-01,141311,92647,delivered,credit_card,tablet,paid_search
41898,2013-01-01,136644,95945,delivered,cod,mobile,organic_search
41899,2013-01-01,136647,95945,delivered,bank_transfer,desktop,direct
41901,2013-01-01,147406,97302,delivered,paypal,mobile,paid_search
41902,2013-01-01,148612,98042,delivered,apple_pay,mobile,organic_search
41906,2013-01-01,153676,99320,cancelled,credit_card,desktop,social_media
41928,2013-01-01,108786,81240,delivered,credit_card,desktop,organic_search
41937,2013-01-01,132472,93257,delivered,apple_pay,mobile,email_campaign
41947,2013-01-01,134797,95206,delivered,apple_pay,mobile,organic_search
41955,2013-01-01,149540,98363,delivered,apple_pay,mobile,paid_search
