order_id,order_date,customer_id,zip,order_status,payment_method,device_type,order_source
42021,2013-01-04,50077,27265,delivered,credit_card,desktop,organic_search
42026,2013-01-04,56058,30344,delivered,bank_transfer,desktop,paid_search
42033,2013-01-04,18012,33326,delivered,cod,mobile,social_media
42036,2013-01-04,18316,33460,cancelled,credit_card,desktop,organic_search
42038,2013-01-04,19550,33919,cancelled,apple_pay,desktop,email_campaign
42042,2013-01-04,22974,34711,delivered,cod,tablet,paid_search
42043,2013-01-04,23039,34743,cancelled,paypal,mobile,organic_search
42045,2013-01-04,99662,39669,delivered,bank_transfer,mobile,organic_search
42053,2013-01-04,25340,45243,delivered,credit_card,desktop,organic_search
42057,2013-01-04,29474,48001,delivered,credit_card,mobile,organic_search
42062,2013-01-04,30718,48430,delivered,credit_card,tablet,organic_search
42077,2013-01-04,89052,56557,delivered,paypal,desktop,paid_search
42088,2013-01-04,79929,72210,cancelled,paypal,desktop,social_media
42095,2013-01-04,125593,76210,delivered,cod,desktop,direct
42108,2013-01-04,144098,85648,delivered,bank_transfer,desktop,organic_search
42109,2013-01-04,144340,85750,delivered,credit_card,mobile,email_campaign
42110,2013-01-04,151315,89433,delivered,apple_pay,desktop,paid_search
42121,2013-01-04,137631,92117,delivered,credit_card,mobile,social_media
42124,2013-01-04,138571,92317,delivered,credit_card,desktop,referral
42126,2013-01-04,138667,92345,delivered,apple_pay,desktop,email_campaign
42138,2013-01-04,139377,93314,delivered,apple_pay,mobile,email_campaign
42140,2013-01-04,139539,93551,shipped,cod,tablet,paid_search
42144,2013-01-04,133185,94061,delivered,credit_card,desktop,referral
42149,2013-01-04,134507,95060,created,credit_card,desktop,organic_search
42151,2013-01-04,149534,98362,cancelled,cod,mobile,social_media
42155,2013-01-04,43106,8753,delivered,paypal,desktop,organic_search
42156,2013-01-04,11557,11385,delivered,paypal,desktop,social_media
42160,2013-01-04,44307,21234,delivered,credit_card,tablet,organic_search
42162,2013-01-04,40022,26554,delivered,credit_card,desktop,organic_search
42167,2013-01-04,55989,30326,delivered,credit_card,mobile,direct
42170,2013-01-04,18330,33463,delivered,credit_card,mobile,paid_search
42171,2013-01-04,23071,34753,delivered,credit_card,tablet,email_campaign
42173,2013-01-04,53198,36330,delivered,paypal,desktop,organic_search
42174,2013-01-04,53502,36726,cancelled,credit_card,desktop,email_campaign
42175,2013-01-04,74678,37919,delivered,credit_card,desktop,referral
42187,2013-01-04,33617,49028,delivered,credit_card,tablet,email_campaign
42191,2013-01-04,111131,52632,created,cod,mobile,social_media
42199,2013-01-04,102907,55068,delivered,credit_card,mobile,social_media
42216,2013-01-04,128940,77546,cancelled,credit_card,desktop,organic_search
42220,2013-01-04,107048,80013,delivered,bank_transfer,desktop,paid_search
42222,2013-01-04,107065,80016,delivered,credit_card,desktop,paid_search
42223,2013-01-04,107065,80016,returned,credit_card,desktop,organic_search
42236,2013-01-04,140029,90604,delivered,cod,mobile,organic_search
42250,2013-01-04,141311,92647,cancelled,credit_card,mobile,email_campaign
42251,2013-01-04,141310,92647,returned,credit_card,mobile,email_campaign
42260,2013-01-04,139176,92879,delivered,credit_card,desktop,direct
42267,2013-01-04,136169,95642,delivered,cod,desktop,email_campaign
42269,2013-01-04,146700,97007,delivered,cod,desktop,organic_search
42270,2013-01-04,148455,98006,delivered,credit_card,mobile,paid_search
